"‘Hold Still,’ Says Eric Trump Swinging Sword At Don Jr. Trapped Inside Knight’s Armor https://t.co/Mid6yocIDx https://t.co/b4RFKvH3BX",0.8976190476190476,0.5138368575983627,0.015423400283020028
Going To Make This Brand Tie-In Work As Best We Can: 5 Dark And Spooky Horror Stories That Feature Claritin-D https://t.co/mhXK1DkqEU https://t.co/yyHNJA5qDB,0.27589285714285716,0.5258151379399214,0.016707692673587626
Dedicated Warriors Fan Contends He Was Obnoxious Asshole Long Before Team Got Good https://t.co/rikm1bepC6 https://t.co/jXyqt3413H,0.6669642857142857,0.5307247225561402,0.015470966667855857
Being On Volleyball Team Accounts For 97% Of High School Sophomore’s Identity https://t.co/xN6F8S87uh https://t.co/osNSCEV64s,0.5226190476190476,0.45222282408745684,0.015685015399617086
Paranoid Chinese Government Erases All Evidence Of Country’s Existence From Internet https://t.co/ZQ4i7uYR24 https://t.co/VokgQLSslS,1.0476190476190477,0.4318216558841842,0.016624451500124815
Market Rallies After Fed Chief Shows Off Huge Wad Of Cash https://t.co/VlpZxgU9CQ https://t.co/w6SIQaUqc8,0.31071428571428567,0.4660723047063363,0.0149834112232885
Tim Cook Torn Limb From Limb By Mob Of Moms Demanding To Know Whether iTunes Gift Cards Still Active https://t.co/NCzUga7aHG https://t.co/DOolGRh4hE,0.4976190476190476,0.6231393376803629,0.01605365488209487
Therapist Who Spent Decade Working With Sex Trafficking Survivors Urges Client To Go On About How Boss Is Sometimes Too Curt https://t.co/lWtHi1PohB https://t.co/JbwSvJA86L,0.7071428571428572,0.4575040782318974,0.01608932967072174
Area Desk Doesn't Mind If People Sit On It Like A Chair Every Once In A While https://t.co/cDpWXSAbrU https://t.co/nd8slia4sx,0.8571428571428571,0.4538227363691457,0.0161012212669307
Word Search On Box Of Frosted Mini-Wheats Fucking Impossible https://t.co/2cADysm8ru https://t.co/3RJJdoZjih,0,0.46801239280952,0.01622013722902027
Scientists Finally Pronounce Human Genome https://t.co/21wqimeLXP https://t.co/AosVw0k1y8,0.44464285714285706,0.4837865116714771,0.01677904225084137
Cleveland Indians Game Delayed As Slider Goes Into Labor On Field https://t.co/i9hxaCjRjy https://t.co/tstKe85yaN,0.44761904761904764,0.5061626419344383,0.015863389342751444
Father Spends Joyful Afternoon Throwing Son Around Backyard https://t.co/TFRU7BwPmH https://t.co/GipUtFx4Q4,1.0476190476190477,0.39715577403751745,0.0158752809389604
‘Jeopardy!’ Bans Obsessive Weirdos Who Ruin The Fun By Preparing Way Too Much For Show https://t.co/PveOPHGuvU https://t.co/IIUaGxkFmc,0.7101190476190476,0.46828318133744773,0.01664823469254273
Buckingham Palace Guards Impressed By First Lady’s Ability To Never Crack Smile https://t.co/J8to7wooUm https://t.co/mFEJz2w8Lv,0.3017857142857142,0.4602398965150878,0.016541210326662115
"Yellow Cross Receives Record 10000 Liters Of Urine Donations https://t.co/NTWY36rSBB https://t.co/7HTwwKD2Ta",1.0476190476190477,0.25238814408200116,0.015292592724721388
Study: Pretending Everything's Okay Works https://t.co/zaHanghWC6 https://t.co/Oh4X3OIHSw,0.2976190476190476,0.565005756718929,0.015899064131378315
Badass Surgeon Puts On Fingerless Latex Gloves Before Operating https://t.co/SmLER19jGB https://t.co/JEU92b5cWA,1.0476190476190477,0.338016176891079,0.015708798592035
Toddler Unsettled By Whatever Possessed Her To Bite Friend’s Face https://t.co/1Hz9vxuw7w https://t.co/uj6apdE1rC,1.0476190476190477,0.5575285119659146,0.015803931361706658
Man Directs Full Force Of Anecdote Toward Single Person After Rest Of Group Moves On To Different Topic https://t.co/okeWjHc6zw https://t.co/bSnQpcS2fM,0.6369047619047619,0.5234179002014168,0.015399617090602113
Tearful Meghan McCain Opens Up About Father’s Dying Wish That She Be Given Her Own Daytime Talk Show https://t.co/mLmeksUBzS https://t.co/9NRJFRxlUe,0,0.43524852722340623,0.015863389342751444
Man Illegally Streaming Game Fends Off Pop-Up Ads With Surgical Precision https://t.co/IwdnciTD5c https://t.co/nHA7Q4s6Mh,0.6107142857142858,0.4956074750246562,0.0158752809389604
